job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description
JOB08833,Product Analyst,Oracle,Ahmedabad,"We are looking for a Product Analyst to join our team at Oracle in Ahmedabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MCA,5-8 LPA,Part-time,we are looking for a product analyst to join our team at oracle in ahmedabad the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql python excel a b testing product analytics experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB08834,Data Scientist,CloudPeak Systems,Nagpur,"CloudPeak Systems is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 2-3 years of experience.",2-3 years,BCA,6-10 LPA,Internship,cloudpeak systems is hiring a data scientist the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python sql pandas machine learning statistics strong analytical thinking communication and attention to detail are required this position is based in nagpur and requires 2 3 years of experience
JOB08835,Database Administrator,Oracle,Hyderabad,"Oracle is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Hyderabad and requires 1-2 years of experience.",1-2 years,MBA,3-5 LPA,Contract,oracle is hiring a database administrator the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql mysql postgresql oracle database administration strong analytical thinking communication and attention to detail are required this position is based in hyderabad and requires 1 2 years of experience
JOB08836,Machine Learning Engineer,HCL Technologies,Nagpur,"HCL Technologies is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 3-5 years of experience.",3-5 years,Bachelor's Degree,4-6 LPA,Full-time,hcl technologies is hiring a machine learning engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python machine learning tensorflow scikit learn docker strong analytical thinking communication and attention to detail are required this position is based in nagpur and requires 3 5 years of experience
JOB08837,Python Developer,Capgemini,Hyderabad,"Capgemini is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Hyderabad and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,8-12 LPA,Part-time,capgemini is hiring a python developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python django flask sql git strong analytical thinking communication and attention to detail are required this position is based in hyderabad and requires 1 2 years of experience
JOB08838,Cloud Engineer,Oracle,Remote,"Oracle is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 3-5 years of experience.",3-5 years,Bachelor's Degree,5-8 LPA,Full-time,oracle is hiring a cloud engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with aws azure linux docker cloud computing strong analytical thinking communication and attention to detail are required this position is based in remote and requires 3 5 years of experience
JOB08839,Web Developer,HCL Technologies,Thane,"We are looking for a Web Developer to join our team at HCL Technologies in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MBA,3-5 LPA,Contract,we are looking for a web developer to join our team at hcl technologies in thane the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react git experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB08840,Power BI Developer,Genpact,Chennai,"We are looking for a Power BI Developer to join our team at Genpact in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,6-10 LPA,Part-time,we are looking for a power bi developer to join our team at genpact in chennai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include power bi dax power query sql excel experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB08841,Cloud Engineer,DataSphere Analytics,Noida,"DataSphere Analytics is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 5+ years of experience.",5+ years,BCA,5-8 LPA,Full-time,datasphere analytics is hiring a cloud engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with aws azure linux docker cloud computing strong analytical thinking communication and attention to detail are required this position is based in noida and requires 5 years of experience
JOB08842,Web Developer,Wipro,Noida,"We are looking for a Web Developer to join our team at Wipro in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MBA,10-15 LPA,Full-time,we are looking for a web developer to join our team at wipro in noida the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react git experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB08843,Database Administrator,DataSphere Analytics,Nagpur,"We are looking for a Database Administrator to join our team at DataSphere Analytics in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MBA,4-6 LPA,Part-time,we are looking for a database administrator to join our team at datasphere analytics in nagpur the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql mysql postgresql oracle database administration experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB08844,Business Analyst,Mu Sigma,Bengaluru,"We are looking for a Business Analyst to join our team at Mu Sigma in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Bachelor's Degree,4-6 LPA,Internship,we are looking for a business analyst to join our team at mu sigma in bengaluru the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql excel power bi business analysis requirements gathering experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB08845,Data Analyst,Capgemini,Thane,"We are looking for a Data Analyst to join our team at Capgemini in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Excel, Power BI, Tableau. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MBA,4-6 LPA,Internship,we are looking for a data analyst to join our team at capgemini in thane the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql excel power bi tableau experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB08846,Data Analyst,Oracle,Bengaluru,"We are looking for a Data Analyst to join our team at Oracle in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Excel, Power BI, Tableau. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,B.Tech,,Internship,we are looking for a data analyst to join our team at oracle in bengaluru the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql excel power bi tableau experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB08847,Software Engineer,Genpact,Gurugram,"Genpact is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 1-2 years of experience.",1-2 years,B.Tech,3-5 LPA,Part-time,genpact is hiring a software engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python java git sql rest api strong analytical thinking communication and attention to detail are required this position is based in gurugram and requires 1 2 years of experience
JOB08848,QA Engineer,Tech Mahindra,Jaipur,"Tech Mahindra is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 0-1 years of experience.",0-1 years,MCA,10-15 LPA,Part-time,tech mahindra is hiring a qa engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with selenium python java sql automation testing strong analytical thinking communication and attention to detail are required this position is based in jaipur and requires 0 1 years of experience
JOB08849,Product Analyst,HCL Technologies,Delhi,"HCL Technologies is hiring a Product Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Python, Excel, A/B Testing, Product Analytics. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 5+ years of experience.",5+ years,BCA,8-12 LPA,Part-time,hcl technologies is hiring a product analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql python excel a b testing product analytics strong analytical thinking communication and attention to detail are required this position is based in delhi and requires 5 years of experience
JOB08850,Machine Learning Engineer,Microsoft,Nagpur,"We are looking for a Machine Learning Engineer to join our team at Microsoft in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MBA,6-10 LPA,Internship,we are looking for a machine learning engineer to join our team at microsoft in nagpur the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python machine learning tensorflow scikit learn docker experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB08851,SQL Developer,Deloitte,Ahmedabad,"Deloitte is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 3-5 years of experience.",3-5 years,BCA,10-15 LPA,Internship,deloitte is hiring a sql developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql mysql postgresql database etl strong analytical thinking communication and attention to detail are required this position is based in ahmedabad and requires 3 5 years of experience
JOB08852,Machine Learning Engineer,TCS,Ahmedabad,"TCS is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 0-1 years of experience.",0-1 years,BCA,5-8 LPA,Part-time,tcs is hiring a machine learning engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python machine learning tensorflow scikit learn docker strong analytical thinking communication and attention to detail are required this position is based in ahmedabad and requires 0 1 years of experience
JOB08853,Machine Learning Engineer,Infosys,Mumbai,"We are looking for a Machine Learning Engineer to join our team at Infosys in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,B.Tech,3-5 LPA,Internship,we are looking for a machine learning engineer to join our team at infosys in mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python machine learning tensorflow scikit learn docker experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB08854,Machine Learning Engineer,HCL Technologies,Noida,"HCL Technologies is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 3-5 years of experience.",3-5 years,BCA,8-12 LPA,Internship,hcl technologies is hiring a machine learning engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python machine learning tensorflow scikit learn docker strong analytical thinking communication and attention to detail are required this position is based in noida and requires 3 5 years of experience
JOB08855,Machine Learning Engineer,Accenture,Chennai,"We are looking for a Machine Learning Engineer to join our team at Accenture in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Bachelor's Degree,8-12 LPA,Part-time,we are looking for a machine learning engineer to join our team at accenture in chennai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python machine learning tensorflow scikit learn docker experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB08856,Product Analyst,Genpact,Pune,"We are looking for a Product Analyst to join our team at Genpact in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,B.Tech,4-6 LPA,Contract,we are looking for a product analyst to join our team at genpact in pune the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql python excel a b testing product analytics experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB08857,Python Developer,Capgemini,Gurugram,"Capgemini is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 5+ years of experience.",5+ years,BCA,10-15 LPA,Contract,capgemini is hiring a python developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python django flask sql git strong analytical thinking communication and attention to detail are required this position is based in gurugram and requires 5 years of experience
JOB08858,DevOps Engineer,Tech Mahindra,Mumbai,"Tech Mahindra is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 5+ years of experience.",5+ years,B.Tech,5-8 LPA,Contract,tech mahindra is hiring a devops engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with aws docker kubernetes jenkins linux strong analytical thinking communication and attention to detail are required this position is based in mumbai and requires 5 years of experience
JOB08859,Full Stack Developer,Genpact,Jaipur,"We are looking for a Full Stack Developer to join our team at Genpact in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,5-8 LPA,Part-time,we are looking for a full stack developer to join our team at genpact in jaipur the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react node js experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB08860,QA Engineer,Fractal Analytics,Gurugram,"Fractal Analytics is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 5+ years of experience.",5+ years,MCA,8-12 LPA,Contract,fractal analytics is hiring a qa engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with selenium python java sql automation testing strong analytical thinking communication and attention to detail are required this position is based in gurugram and requires 5 years of experience
JOB08861,Cloud Engineer,TechNova Solutions,Noida,"TechNova Solutions is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 0-1 years of experience.",0-1 years,Master's Degree,8-12 LPA,Full-time,technova solutions is hiring a cloud engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with aws azure linux docker cloud computing strong analytical thinking communication and attention to detail are required this position is based in noida and requires 0 1 years of experience
JOB08862,QA Engineer,Tech Mahindra,Kolkata,"Tech Mahindra is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,10-15 LPA,Part-time,tech mahindra is hiring a qa engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with selenium python java sql automation testing strong analytical thinking communication and attention to detail are required this position is based in kolkata and requires 2 3 years of experience
JOB08863,Machine Learning Engineer,Mu Sigma,Ahmedabad,"We are looking for a Machine Learning Engineer to join our team at Mu Sigma in Ahmedabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MCA,4-6 LPA,Full-time,we are looking for a machine learning engineer to join our team at mu sigma in ahmedabad the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python machine learning tensorflow scikit learn docker experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB08864,Financial Analyst,IBM,Gurugram,"We are looking for a Financial Analyst to join our team at IBM in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Bachelor's Degree,5-8 LPA,Part-time,we are looking for a financial analyst to join our team at ibm in gurugram the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include excel sql power bi financial modeling statistics experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB08865,Data Analyst,Wipro,Kolkata,"We are looking for a Data Analyst to join our team at Wipro in Kolkata. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Excel, Power BI, Tableau. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Master's Degree,6-10 LPA,Internship,we are looking for a data analyst to join our team at wipro in kolkata the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql excel power bi tableau experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB08866,HR Analyst,DataSphere Analytics,Delhi,"DataSphere Analytics is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 1-2 years of experience.",1-2 years,MCA,8-12 LPA,Part-time,datasphere analytics is hiring a hr analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with excel sql power bi hr analytics data analysis strong analytical thinking communication and attention to detail are required this position is based in delhi and requires 1 2 years of experience
JOB08867,BI Analyst,Cognizant,Ahmedabad,"We are looking for a BI Analyst to join our team at Cognizant in Ahmedabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Bachelor's Degree,10-15 LPA,Internship,we are looking for a bi analyst to join our team at cognizant in ahmedabad the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql power bi excel dax data visualization experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB08868,QA Engineer,Infosys,Remote,"Infosys is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 1-2 years of experience.",1-2 years,Master's Degree,4-6 LPA,Part-time,infosys is hiring a qa engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with selenium python java sql automation testing strong analytical thinking communication and attention to detail are required this position is based in remote and requires 1 2 years of experience
JOB08869,Software Engineer,Tech Mahindra,Ahmedabad,"Tech Mahindra is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 5+ years of experience.",5+ years,MCA,10-15 LPA,Full-time,tech mahindra is hiring a software engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python java git sql rest api strong analytical thinking communication and attention to detail are required this position is based in ahmedabad and requires 5 years of experience
JOB08870,DevOps Engineer,CloudPeak Systems,Noida,"CloudPeak Systems is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 1-2 years of experience.",1-2 years,BCA,4-6 LPA,Part-time,cloudpeak systems is hiring a devops engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with aws docker kubernetes jenkins linux strong analytical thinking communication and attention to detail are required this position is based in noida and requires 1 2 years of experience
JOB08871,Machine Learning Engineer,TCS,Thane,"TCS is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,5-8 LPA,Contract,tcs is hiring a machine learning engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python machine learning tensorflow scikit learn docker strong analytical thinking communication and attention to detail are required this position is based in thane and requires 0 1 years of experience
JOB08872,DevOps Engineer,Genpact,Remote,"We are looking for a DevOps Engineer to join our team at Genpact in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Bachelor's Degree,10-15 LPA,Contract,we are looking for a devops engineer to join our team at genpact in remote the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include aws docker kubernetes jenkins linux experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB08873,Data Engineer,CloudPeak Systems,Mumbai,"We are looking for a Data Engineer to join our team at CloudPeak Systems in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,3-5 LPA,Internship,we are looking for a data engineer to join our team at cloudpeak systems in mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql spark etl aws experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB08874,Machine Learning Engineer,Cognizant,Nagpur,"Cognizant is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 3-5 years of experience.",3-5 years,BCA,4-6 LPA,Full-time,cognizant is hiring a machine learning engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python machine learning tensorflow scikit learn docker strong analytical thinking communication and attention to detail are required this position is based in nagpur and requires 3 5 years of experience
JOB08875,Full Stack Developer,HCL Technologies,Pune,"HCL Technologies is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,MBA,3-5 LPA,Internship,hcl technologies is hiring a full stack developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with html css javascript react node js strong analytical thinking communication and attention to detail are required this position is based in pune and requires 2 3 years of experience
JOB08876,SQL Developer,Oracle,Bengaluru,"We are looking for a SQL Developer to join our team at Oracle in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,B.Tech,4-6 LPA,Part-time,we are looking for a sql developer to join our team at oracle in bengaluru the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql mysql postgresql database etl experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB08877,DevOps Engineer,TechNova Solutions,Chennai,"We are looking for a DevOps Engineer to join our team at TechNova Solutions in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Bachelor's Degree,4-6 LPA,Full-time,we are looking for a devops engineer to join our team at technova solutions in chennai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include aws docker kubernetes jenkins linux experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB08878,HR Analyst,Fractal Analytics,Delhi,"We are looking for a HR Analyst to join our team at Fractal Analytics in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MBA,10-15 LPA,Contract,we are looking for a hr analyst to join our team at fractal analytics in delhi the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include excel sql power bi hr analytics data analysis experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB08879,SQL Developer,Microsoft,Pune,"Microsoft is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,B.Tech,3-5 LPA,Full-time,microsoft is hiring a sql developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql mysql postgresql database etl strong analytical thinking communication and attention to detail are required this position is based in pune and requires 2 3 years of experience
