job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB07101,Marketing Analyst,TechNova Solutions,Navi Mumbai,"We are looking for a Marketing Analyst to join our team at TechNova Solutions in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,B.Tech,5-8 LPA,Part-time
JOB07102,Marketing Analyst,Mu Sigma,Remote,"Mu Sigma is hiring a Marketing Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Python, Marketing Analytics, Power BI. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 0-1 years of experience.",0-1 years,B.Tech,3-5 LPA,Contract
JOB07103,Python Developer,Genpact,Thane,"We are looking for a Python Developer to join our team at Genpact in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,6-10 LPA,Part-time
JOB07104,Database Administrator,IBM,Gurugram,"We are looking for a Database Administrator to join our team at IBM in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Bachelor's Degree,10-15 LPA,Internship
JOB07105,Python Developer,IBM,Chennai,"IBM is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,8-12 LPA,Full-time
JOB07106,BI Analyst,IBM,Nagpur,"We are looking for a BI Analyst to join our team at IBM in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MCA,5-8 LPA,Contract
JOB07107,Database Administrator,CloudPeak Systems,Ahmedabad,"CloudPeak Systems is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 2-3 years of experience.",2-3 years,MCA,10-15 LPA,Contract
JOB07108,Python Developer,Persistent Systems,Noida,"Persistent Systems is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 2-3 years of experience.",2-3 years,Master's Degree,4-6 LPA,Part-time
JOB07109,Machine Learning Engineer,Oracle,Hyderabad,"Oracle is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Hyderabad and requires 1-2 years of experience.",1-2 years,MCA,4-6 LPA,Contract
JOB07110,Marketing Analyst,Oracle,Nagpur,"We are looking for a Marketing Analyst to join our team at Oracle in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MCA,10-15 LPA,Part-time
JOB07111,Data Analyst,TCS,Kolkata,"TCS is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 0-1 years of experience.",0-1 years,MBA,4-6 LPA,Internship
JOB07112,Database Administrator,Infosys,Thane,"Infosys is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 1-2 years of experience.",1-2 years,MBA,4-6 LPA,Full-time
JOB07113,DevOps Engineer,HCL Technologies,Jaipur,"We are looking for a DevOps Engineer to join our team at HCL Technologies in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MCA,4-6 LPA,Full-time
JOB07114,DevOps Engineer,Tech Mahindra,Remote,"Tech Mahindra is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 3-5 years of experience.",3-5 years,Master's Degree,4-6 LPA,Full-time
JOB07115,SQL Developer,DataSphere Analytics,Nagpur,"We are looking for a SQL Developer to join our team at DataSphere Analytics in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,B.Tech,4-6 LPA,Full-time
JOB07116,Data Analyst,Infosys,Pune,"Infosys is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,6-10 LPA,Contract
JOB07117,DevOps Engineer,Wipro,Pune,"Wipro is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,Master's Degree,10-15 LPA,Internship
JOB07118,Marketing Analyst,TechNova Solutions,Jaipur,"We are looking for a Marketing Analyst to join our team at TechNova Solutions in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,B.Tech,10-15 LPA,Part-time
JOB07119,Financial Analyst,Oracle,Mumbai,"We are looking for a Financial Analyst to join our team at Oracle in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,BCA,10-15 LPA,Contract
JOB07120,QA Engineer,IBM,Noida,"IBM is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 5+ years of experience.",5+ years,MBA,8-12 LPA,Internship
JOB07121,Python Developer,Tech Mahindra,Noida,"Tech Mahindra is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 5+ years of experience.",5+ years,BCA,3-5 LPA,Full-time
JOB07122,SQL Developer,Tech Mahindra,Mumbai,"Tech Mahindra is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 3-5 years of experience.",3-5 years,MBA,5-8 LPA,Internship
JOB07123,HR Analyst,Wipro,Navi Mumbai,"Wipro is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 3-5 years of experience.",3-5 years,MBA,4-6 LPA,Part-time
JOB07124,QA Engineer,Amazon,Ahmedabad,"Amazon is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,3-5 LPA,Full-time
JOB07125,Full Stack Developer,Deloitte,Gurugram,"Deloitte is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,10-15 LPA,Part-time
JOB07126,Software Engineer,DataSphere Analytics,Pune,"DataSphere Analytics is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 0-1 years of experience.",0-1 years,Master's Degree,3-5 LPA,Contract
JOB07127,Software Engineer,TCS,Navi Mumbai,"We are looking for a Software Engineer to join our team at TCS in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Java, Git, SQL, REST API. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MCA,4-6 LPA,Part-time
JOB07128,SQL Developer,Fractal Analytics,Pune,"We are looking for a SQL Developer to join our team at Fractal Analytics in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Master's Degree,3-5 LPA,Internship
JOB07129,Data Scientist,Amazon,Noida,"Amazon is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 5+ years of experience.",5+ years,MBA,5-8 LPA,Contract
JOB07130,Data Engineer,Mu Sigma,Gurugram,"We are looking for a Data Engineer to join our team at Mu Sigma in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,3-5 LPA,Contract
JOB07131,Data Scientist,Infosys,Pune,"Infosys is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,BCA,4-6 LPA,Part-time
JOB07132,QA Engineer,DataSphere Analytics,Nagpur,"We are looking for a QA Engineer to join our team at DataSphere Analytics in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Selenium, Python, Java, SQL, Automation Testing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,BCA,5-8 LPA,Contract
JOB07133,Marketing Analyst,Microsoft,Mumbai,"Microsoft is hiring a Marketing Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Python, Marketing Analytics, Power BI. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 1-2 years of experience.",1-2 years,BCA,4-6 LPA,Part-time
JOB07134,Power BI Developer,Wipro,Navi Mumbai,"Wipro is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 2-3 years of experience.",2-3 years,B.Tech,10-15 LPA,Internship
JOB07135,QA Engineer,Accenture,Gurugram,"Accenture is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 0-1 years of experience.",0-1 years,B.Tech,,Internship
JOB07136,BI Analyst,TechNova Solutions,Ahmedabad,"TechNova Solutions is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 0-1 years of experience.",0-1 years,B.Tech,10-15 LPA,Full-time
JOB07137,Data Scientist,Oracle,Ahmedabad,"Oracle is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 2-3 years of experience.",2-3 years,MBA,5-8 LPA,Full-time
JOB07138,Business Analyst,TCS,Navi Mumbai,"TCS is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 3-5 years of experience.",3-5 years,B.Tech,4-6 LPA,Contract
JOB07139,DevOps Engineer,Cognizant,Gurugram,"Cognizant is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 5+ years of experience.",5+ years,Master's Degree,6-10 LPA,Internship
JOB07140,Business Analyst,Deloitte,Chennai,"Deloitte is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 5+ years of experience.",5+ years,BCA,3-5 LPA,Full-time
JOB07141,Product Analyst,Genpact,Pune,"We are looking for a Product Analyst to join our team at Genpact in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Bachelor's Degree,10-15 LPA,Internship
JOB07142,HR Analyst,Cognizant,Chennai,"Cognizant is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 3-5 years of experience.",3-5 years,BCA,8-12 LPA,Internship
JOB07143,HR Analyst,Genpact,Navi Mumbai,"We are looking for a HR Analyst to join our team at Genpact in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,B.Tech,6-10 LPA,Part-time
JOB07144,Web Developer,Infosys,Thane,"We are looking for a Web Developer to join our team at Infosys in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MCA,5-8 LPA,Internship
JOB07145,Financial Analyst,HCL Technologies,Jaipur,"We are looking for a Financial Analyst to join our team at HCL Technologies in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Bachelor's Degree,5-8 LPA,Contract
JOB07146,BI Analyst,HCL Technologies,Thane,"HCL Technologies is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 3-5 years of experience.",3-5 years,MCA,10-15 LPA,Full-time
JOB07147,HR Analyst,Persistent Systems,Remote,"Persistent Systems is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 0-1 years of experience.",0-1 years,BCA,10-15 LPA,Full-time
JOB07148,DevOps Engineer,Tech Mahindra,Delhi,"We are looking for a DevOps Engineer to join our team at Tech Mahindra in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Bachelor's Degree,3-5 LPA,Internship
JOB07149,SQL Developer,Infosys,Remote,"We are looking for a SQL Developer to join our team at Infosys in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Bachelor's Degree,6-10 LPA,Part-time
JOB07150,BI Analyst,Mu Sigma,Bengaluru,"We are looking for a BI Analyst to join our team at Mu Sigma in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MBA,8-12 LPA,Contract
JOB07151,Power BI Developer,IBM,Navi Mumbai,"We are looking for a Power BI Developer to join our team at IBM in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,B.Tech,5-8 LPA,Contract
JOB07152,Database Administrator,Wipro,Delhi,"Wipro is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 0-1 years of experience.",0-1 years,BCA,5-8 LPA,Contract
JOB07153,Data Engineer,HCL Technologies,Bengaluru,"We are looking for a Data Engineer to join our team at HCL Technologies in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,B.Tech,10-15 LPA,Contract
JOB07154,SQL Developer,IBM,Chennai,"We are looking for a SQL Developer to join our team at IBM in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MCA,4-6 LPA,Full-time
JOB07155,Python Developer,TCS,Mumbai,"We are looking for a Python Developer to join our team at TCS in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,,6-10 LPA,Contract
JOB07156,QA Engineer,Microsoft,Mumbai,"Microsoft is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 3-5 years of experience.",3-5 years,Master's Degree,5-8 LPA,Part-time
JOB07157,Business Analyst,Infosys,Navi Mumbai,"Infosys is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 2-3 years of experience.",2-3 years,MCA,6-10 LPA,Full-time
JOB07158,Full Stack Developer,Amazon,Gurugram,"We are looking for a Full Stack Developer to join our team at Amazon in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,BCA,5-8 LPA,Full-time
JOB07159,Business Analyst,Mu Sigma,Hyderabad,"Mu Sigma is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Hyderabad and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,6-10 LPA,Part-time
JOB07160,Python Developer,DataSphere Analytics,Delhi,"DataSphere Analytics is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 0-1 years of experience.",0-1 years,BCA,3-5 LPA,Internship
JOB07161,QA Engineer,Microsoft,Nagpur,"Microsoft is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 0-1 years of experience.",0-1 years,MBA,8-12 LPA,Contract
JOB07162,Cloud Engineer,Tech Mahindra,Bengaluru,"Tech Mahindra is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Bengaluru and requires 1-2 years of experience.",1-2 years,BCA,8-12 LPA,Contract
JOB07163,Data Scientist,Infosys,Nagpur,"We are looking for a Data Scientist to join our team at Infosys in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Bachelor's Degree,3-5 LPA,Internship
JOB07164,Financial Analyst,Microsoft,Navi Mumbai,"We are looking for a Financial Analyst to join our team at Microsoft in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,B.Tech,6-10 LPA,Part-time
JOB07165,Web Developer,Wipro,Pune,"Wipro is hiring a Web Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,5-8 LPA,Full-time
JOB07166,Full Stack Developer,Microsoft,Gurugram,"Microsoft is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 5+ years of experience.",5+ years,Master's Degree,3-5 LPA,Contract
JOB07167,Marketing Analyst,Amazon,Delhi,"Amazon is hiring a Marketing Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Python, Marketing Analytics, Power BI. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,10-15 LPA,Part-time
JOB07168,Cloud Engineer,Wipro,Bengaluru,"We are looking for a Cloud Engineer to join our team at Wipro in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Azure, Linux, Docker, Cloud Computing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,5-8 LPA,Part-time
JOB07169,Data Scientist,DataSphere Analytics,Nagpur,"We are looking for a Data Scientist to join our team at DataSphere Analytics in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,BCA,4-6 LPA,Part-time
JOB07170,Product Analyst,IBM,Chennai,"IBM is hiring a Product Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Python, Excel, A/B Testing, Product Analytics. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 5+ years of experience.",5+ years,MCA,8-12 LPA,Part-time
JOB07171,Power BI Developer,Oracle,Nagpur,"Oracle is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 2-3 years of experience.",2-3 years,Master's Degree,3-5 LPA,Full-time
JOB07172,Financial Analyst,Microsoft,Nagpur,"Microsoft is hiring a Financial Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, Financial Modeling, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 3-5 years of experience.",3-5 years,MBA,4-6 LPA,Full-time
JOB07173,Machine Learning Engineer,Infosys,Pune,"Infosys is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,4-6 LPA,Part-time
JOB07174,SQL Developer,Genpact,Hyderabad,"We are looking for a SQL Developer to join our team at Genpact in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Master's Degree,4-6 LPA,Internship
JOB07175,Financial Analyst,HCL Technologies,Mumbai,"We are looking for a Financial Analyst to join our team at HCL Technologies in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,B.Tech,6-10 LPA,Part-time
